,index,method,acc,fairness,task
0,10,PlugIn,0.8177401007008502,0.4173228567194592,NNcensus
1,11,SCross,0.8059349175028329,0.368432644213419,NNcensus
2,12,AUC,0.8177996334969106,0.5739371155570776,NNcensus
3,13,DPWA,0.7647406003451891,0.01385586415776265,NNcensus
4,14,IFAC,0.753880451357369,0.02450140756696641,NNcensus
5,10,PlugIn,0.8187882288095549,0.4910014639282371,XGBcensus
6,11,SCross,0.8429214773105651,0.4339276822494643,XGBcensus
7,12,AUC,0.8243961869330187,0.4406289650272074,XGBcensus
8,13,DPWA,0.7710510427652026,0.01183638542636651,XGBcensus
9,14,IFAC,0.7572540805192913,0.01501222361262028,XGBcensus
10,10,PlugIn,0.8188446233510694,0.481928738919659,RFcensus
11,11,SCross,0.8202907735894529,0.3233386318010143,RFcensus
12,12,AUC,0.8209929984059976,0.4307316136155315,RFcensus
13,13,DPWA,0.76673437518912,0.01558233816937985,RFcensus
14,14,IFAC,0.7546336267012042,0.0173866908891676,RFcensus
15,10,PlugIn,0.8081392567061062,0.4786871859711067,NNincome
16,11,SCross,0.8188111517395462,0.3811368942721104,NNincome
17,12,AUC,0.800541794614077,0.4327657611126888,NNincome
18,13,DPWA,0.7804296104723417,0.07918179992390258,NNincome
19,14,IFAC,0.7585665008247376,0.05179005148507008,NNincome
20,10,PlugIn,0.821161618471702,0.4125699208682172,XGBincome
21,11,SCross,0.8208681985225093,0.4034159939193774,XGBincome
22,12,AUC,0.8026143001339182,0.4251646297119686,XGBincome
23,13,DPWA,0.7825337123099418,0.09590080043871921,XGBincome
24,14,IFAC,0.7444514361092931,0.05316187693075462,XGBincome
25,10,PlugIn,0.7989303776758724,0.3865553196387392,RFincome
26,11,SCross,0.8036856016719869,0.3808812951791553,RFincome
27,12,AUC,0.7810169567077645,0.3972372334375199,RFincome
28,13,DPWA,0.7591967082603425,0.08752838015466284,RFincome
29,14,IFAC,0.7316729737744344,0.06476893027214815,RFincome
30,10,PlugIn,0.8128086971372452,0.09673501005352844,NNmortgage
31,11,SCross,0.8226802383693681,0.01436459618016326,NNmortgage
32,12,AUC,0.7901217086927926,0.09639424929000677,NNmortgage
33,13,DPWA,0.8155971671808058,0.0003116208820232173,NNmortgage
34,14,IFAC,0.7973188731225398,0.01178904130545692,NNmortgage
35,10,PlugIn,0.8117256449134329,0.07389528056046801,XGBmortgage
36,11,SCross,0.8215863357918256,0.056394500419697,XGBmortgage
37,12,AUC,0.787179528660958,0.107558893476864,XGBmortgage
38,13,DPWA,0.810611708452788,0.004788862669140319,XGBmortgage
39,14,IFAC,0.7861521002730296,0.01478354021986616,XGBmortgage
40,10,PlugIn,0.7959385746666638,0.1048241342261285,RFmortgage
41,11,SCross,0.7985013408869182,0.0781354696439668,RFmortgage
42,12,AUC,0.7688439460745812,0.113771738715187,RFmortgage
43,13,DPWA,0.7961800522363813,0.009349053289008646,RFmortgage
44,14,IFAC,0.7649620112090065,0.02084046792363192,RFmortgage
45,10,PlugIn,0.7039275974778457,0.1250450640931217,NNoulad
46,11,SCross,0.6943715039351044,0.1121129779477421,NNoulad
47,12,AUC,0.686122880776622,0.09679903923946509,NNoulad
48,13,DPWA,0.6997601559032447,0.02987653434158792,NNoulad
49,14,IFAC,0.6896063411983727,0.0198507740624304,NNoulad
50,10,PlugIn,0.6971703557592293,0.1338450563803544,XGBoulad
51,11,SCross,0.6945445382149462,0.1597867890348475,XGBoulad
52,12,AUC,0.6776120345326195,0.1367551512651512,XGBoulad
53,13,DPWA,0.694970118188994,0.02381178668335433,XGBoulad
54,14,IFAC,0.6810732737523549,0.03058721574839243,XGBoulad
55,10,PlugIn,0.6883371399603113,0.1584090788693425,RFoulad
56,11,SCross,0.6879805505065965,0.1332660185185485,RFoulad
57,12,AUC,0.6690821435290698,0.1877831097537172,RFoulad
58,13,DPWA,0.6891361001061242,0.01151392095893742,RFoulad
59,14,IFAC,0.674305023649769,0.01761120530927185,RFoulad
60,10,PlugIn,0.6330195725619194,0.1803961618216142,NNrecidivism
61,11,SCross,0.6316193031098961,0.2216971628284655,NNrecidivism
62,12,AUC,0.6345598858989512,0.2120923438550966,NNrecidivism
63,13,DPWA,0.6379330571464393,0.03720109461552881,NNrecidivism
64,14,IFAC,0.6232970265548905,0.04852325336120344,NNrecidivism
65,10,PlugIn,0.6402911893738806,0.1950677918137944,XGBrecidivism
66,11,SCross,0.639215591571887,0.1694651861830821,XGBrecidivism
67,12,AUC,0.6361481760805852,0.1807240576597601,XGBrecidivism
68,13,DPWA,0.6410875895433433,0.04471951176852253,XGBrecidivism
69,14,IFAC,0.6225909728144274,0.05085035131612319,XGBrecidivism
70,10,PlugIn,0.6286902322598453,0.1963560992430257,RFrecidivism
71,11,SCross,0.6278402302836479,0.1942361672481838,RFrecidivism
72,12,AUC,0.6291748560147725,0.1533327421533443,RFrecidivism
73,13,DPWA,0.6291151222311984,0.04625999280199396,RFrecidivism
74,14,IFAC,0.6146838967836834,0.04379439062833181,RFrecidivism
